Gastos medios y distribución porcentual;Quintil de gasto;Códigos de gasto (2 dígitos);Periodo;Total
Distribución (porcentajes verticales);Quintil 4;04 Vivienda, agua, electricidad, gas y otros combustibles;2011;30,98
Distribución (porcentajes verticales);Quintil 4;04 Vivienda, agua, electricidad, gas y otros combustibles;2010;28,94
Distribución (porcentajes verticales);Quintil 4;04 Vivienda, agua, electricidad, gas y otros combustibles;2009;28,92
Distribución (porcentajes verticales);Quintil 4;04 Vivienda, agua, electricidad, gas y otros combustibles;2008;26,96
Distribución (porcentajes verticales);Quintil 4;04 Vivienda, agua, electricidad, gas y otros combustibles;2007;24,98
Distribución (porcentajes verticales);Quintil 4;04 Vivienda, agua, electricidad, gas y otros combustibles;2006;24,4
Distribución (porcentajes verticales);Quintil 4;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2023;3,97
Distribución (porcentajes verticales);Quintil 4;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2022;4,21
Distribución (porcentajes verticales);Quintil 4;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2021;4,36
Distribución (porcentajes verticales);Quintil 4;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2020;4,4
Distribución (porcentajes verticales);Quintil 4;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2019;4,29
Distribución (porcentajes verticales);Quintil 4;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2018;4,47
Distribución (porcentajes verticales);Quintil 4;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2017;4,54
Distribución (porcentajes verticales);Quintil 4;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2016;4,59
Distribución (porcentajes verticales);Quintil 4;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2015;4,23
Distribución (porcentajes verticales);Quintil 4;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2014;4,04
Distribución (porcentajes verticales);Quintil 4;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2013;4,11
Distribución (porcentajes verticales);Quintil 4;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2012;4,25
Distribución (porcentajes verticales);Quintil 4;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2011;4,48
Distribución (porcentajes verticales);Quintil 4;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2010;4,84
Distribución (porcentajes verticales);Quintil 4;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2009;5,14
Distribución (porcentajes verticales);Quintil 4;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2008;5,12
Distribución (porcentajes verticales);Quintil 4;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2007;5,57
Distribución (porcentajes verticales);Quintil 4;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2006;5,81
Distribución (porcentajes verticales);Quintil 4;06 Sanidad;2023;4,1
Distribución (porcentajes verticales);Quintil 4;06 Sanidad;2022;3,95
Distribución (porcentajes verticales);Quintil 4;06 Sanidad;2021;4,21
Distribución (porcentajes verticales);Quintil 4;06 Sanidad;2020;4,13
Distribución (porcentajes verticales);Quintil 4;06 Sanidad;2019;3,71
Distribución (porcentajes verticales);Quintil 4;06 Sanidad;2018;3,59
Distribución (porcentajes verticales);Quintil 4;06 Sanidad;2017;3,65
Distribución (porcentajes verticales);Quintil 4;06 Sanidad;2016;3,61
Distribución (porcentajes verticales);Quintil 4;06 Sanidad;2015;3,58
Distribución (porcentajes verticales);Quintil 4;06 Sanidad;2014;3,58
Distribución (porcentajes verticales);Quintil 4;06 Sanidad;2013;3,09
Distribución (porcentajes verticales);Quintil 4;06 Sanidad;2012;2,99
Distribución (porcentajes verticales);Quintil 4;06 Sanidad;2011;3,15
Distribución (porcentajes verticales);Quintil 4;06 Sanidad;2010;3,1
Distribución (porcentajes verticales);Quintil 4;06 Sanidad;2009;3,28
Distribución (porcentajes verticales);Quintil 4;06 Sanidad;2008;3,18
Distribución (porcentajes verticales);Quintil 4;06 Sanidad;2007;2,94
Distribución (porcentajes verticales);Quintil 4;06 Sanidad;2006;2,94
Distribución (porcentajes verticales);Quintil 4;07 Transporte;2023;11,34
Distribución (porcentajes verticales);Quintil 4;07 Transporte;2022;11,6
Distribución (porcentajes verticales);Quintil 4;07 Transporte;2021;10,45
Distribución (porcentajes verticales);Quintil 4;07 Transporte;2020;9,69
Distribución (porcentajes verticales);Quintil 4;07 Transporte;2019;12,91
Distribución (porcentajes verticales);Quintil 4;07 Transporte;2018;12,47
Distribución (porcentajes verticales);Quintil 4;07 Transporte;2017;12,5
Distribución (porcentajes verticales);Quintil 4;07 Transporte;2016;11,14
Distribución (porcentajes verticales);Quintil 4;07 Transporte;2015;11,07
Distribución (porcentajes verticales);Quintil 4;07 Transporte;2014;11,59
Distribución (porcentajes verticales);Quintil 4;07 Transporte;2013;11,4
Distribución (porcentajes verticales);Quintil 4;07 Transporte;2012;11,71
Distribución (porcentajes verticales);Quintil 4;07 Transporte;2011;11,72
Distribución (porcentajes verticales);Quintil 4;07 Transporte;2010;12,35
Distribución (porcentajes verticales);Quintil 4;07 Transporte;2009;11,75
Distribución (porcentajes verticales);Quintil 4;07 Transporte;2008;13,32
Distribución (porcentajes verticales);Quintil 4;07 Transporte;2007;14,09
Distribución (porcentajes verticales);Quintil 4;07 Transporte;2006;14,84
Distribución (porcentajes verticales);Quintil 4;08 Comunicaciones;2023;2,63
Distribución (porcentajes verticales);Quintil 4;08 Comunicaciones;2022;2,74
Distribución (porcentajes verticales);Quintil 4;08 Comunicaciones;2021;3,06
Distribución (porcentajes verticales);Quintil 4;08 Comunicaciones;2020;3,33
Distribución (porcentajes verticales);Quintil 4;08 Comunicaciones;2019;3,03
Distribución (porcentajes verticales);Quintil 4;08 Comunicaciones;2018;3,14
Distribución (porcentajes verticales);Quintil 4;08 Comunicaciones;2017;3,06
Distribución (porcentajes verticales);Quintil 4;08 Comunicaciones;2016;3,02
Distribución (porcentajes verticales);Quintil 4;08 Comunicaciones;2015;2,77
Distribución (porcentajes verticales);Quintil 4;08 Comunicaciones;2014;2,85
Distribución (porcentajes verticales);Quintil 4;08 Comunicaciones;2013;3
Distribución (porcentajes verticales);Quintil 4;08 Comunicaciones;2012;3,03
Distribución (porcentajes verticales);Quintil 4;08 Comunicaciones;2011;3,1
Distribución (porcentajes verticales);Quintil 4;08 Comunicaciones;2010;3,13
Distribución (porcentajes verticales);Quintil 4;08 Comunicaciones;2009;3,21
Distribución (porcentajes verticales);Quintil 4;08 Comunicaciones;2008;3,04
Distribución (porcentajes verticales);Quintil 4;08 Comunicaciones;2007;3
Distribución (porcentajes verticales);Quintil 4;08 Comunicaciones;2006;2,91
Distribución (porcentajes verticales);Quintil 4;09 Ocio y cultura;2023;5,03
Distribución (porcentajes verticales);Quintil 4;09 Ocio y cultura;2022;5,03
Distribución (porcentajes verticales);Quintil 4;09 Ocio y cultura;2021;4,67
Distribución (porcentajes verticales);Quintil 4;09 Ocio y cultura;2020;4,47
Distribución (porcentajes verticales);Quintil 4;09 Ocio y cultura;2019;6,13
Distribución (porcentajes verticales);Quintil 4;09 Ocio y cultura;2018;6,06
Distribución (porcentajes verticales);Quintil 4;09 Ocio y cultura;2017;6,2
Distribución (porcentajes verticales);Quintil 4;09 Ocio y cultura;2016;6,24
Distribución (porcentajes verticales);Quintil 4;09 Ocio y cultura;2015;6,13
Distribución (porcentajes verticales);Quintil 4;09 Ocio y cultura;2014;6,08
Distribución (porcentajes verticales);Quintil 4;09 Ocio y cultura;2013;5,89
Distribución (porcentajes verticales);Quintil 4;09 Ocio y cultura;2012;6,14
Distribución (porcentajes verticales);Quintil 4;09 Ocio y cultura;2011;6,76
Distribución (porcentajes verticales);Quintil 4;09 Ocio y cultura;2010;7,18
Distribución (porcentajes verticales);Quintil 4;09 Ocio y cultura;2009;7,19
Distribución (porcentajes verticales);Quintil 4;09 Ocio y cultura;2008;7,33
Distribución (porcentajes verticales);Quintil 4;09 Ocio y cultura;2007;7,59
Distribución (porcentajes verticales);Quintil 4;09 Ocio y cultura;2006;7,48
Distribución (porcentajes verticales);Quintil 4;10 Enseñanza;2023;1,53
Distribución (porcentajes verticales);Quintil 4;10 Enseñanza;2022;1,63
Distribución (porcentajes verticales);Quintil 4;10 Enseñanza;2021;1,65
Distribución (porcentajes verticales);Quintil 4;10 Enseñanza;2020;1,82
Distribución (porcentajes verticales);Quintil 4;10 Enseñanza;2019;1,83
Distribución (porcentajes verticales);Quintil 4;10 Enseñanza;2018;1,84
Distribución (porcentajes verticales);Quintil 4;10 Enseñanza;2017;1,59
Distribución (porcentajes verticales);Quintil 4;10 Enseñanza;2016;1,56
Distribución (porcentajes verticales);Quintil 4;10 Enseñanza;2015;1,67
Distribución (porcentajes verticales);Quintil 4;10 Enseñanza;2014;1,64
Distribución (porcentajes verticales);Quintil 4;10 Enseñanza;2013;1,49
Distribución (porcentajes verticales);Quintil 4;10 Enseñanza;2012;1,53
Distribución (porcentajes verticales);Quintil 4;10 Enseñanza;2011;1,31
Distribución (porcentajes verticales);Quintil 4;10 Enseñanza;2010;1,28
Distribución (porcentajes verticales);Quintil 4;10 Enseñanza;2009;1,11
Distribución (porcentajes verticales);Quintil 4;10 Enseñanza;2008;1,2
Distribución (porcentajes verticales);Quintil 4;10 Enseñanza;2007;1,09
Distribución (porcentajes verticales);Quintil 4;10 Enseñanza;2006;1,14
Distribución (porcentajes verticales);Quintil 4;11 Restaurantes y hoteles;2023;11,06
Distribución (porcentajes verticales);Quintil 4;11 Restaurantes y hoteles;2022;10,04
Distribución (porcentajes verticales);Quintil 4;11 Restaurantes y hoteles;2021;8,47
Distribución (porcentajes verticales);Quintil 4;11 Restaurantes y hoteles;2020;7,26
Distribución (porcentajes verticales);Quintil 4;11 Restaurantes y hoteles;2019;10,66
Distribución (porcentajes verticales);Quintil 4;11 Restaurantes y hoteles;2018;10,77
Distribución (porcentajes verticales);Quintil 4;11 Restaurantes y hoteles;2017;11,01
Distribución (porcentajes verticales);Quintil 4;11 Restaurantes y hoteles;2016;11,01
Distribución (porcentajes verticales);Quintil 4;11 Restaurantes y hoteles;2015;10,18
Distribución (porcentajes verticales);Quintil 4;11 Restaurantes y hoteles;2014;9,53
Distribución (porcentajes verticales);Quintil 4;11 Restaurantes y hoteles;2013;9,2
Distribución (porcentajes verticales);Quintil 4;11 Restaurantes y hoteles;2012;9,65
Distribución (porcentajes verticales);Quintil 4;11 Restaurantes y hoteles;2011;9,96
Distribución (porcentajes verticales);Quintil 4;11 Restaurantes y hoteles;2010;10
Distribución (porcentajes verticales);Quintil 4;11 Restaurantes y hoteles;2009;10,21
Distribución (porcentajes verticales);Quintil 4;11 Restaurantes y hoteles;2008;10,23
Distribución (porcentajes verticales);Quintil 4;11 Restaurantes y hoteles;2007;11,09
Distribución (porcentajes verticales);Quintil 4;11 Restaurantes y hoteles;2006;10,44
Distribución (porcentajes verticales);Quintil 4;12 Otros bienes y servicios;2023;7,66
Distribución (porcentajes verticales);Quintil 4;12 Otros bienes y servicios;2022;7,71
Distribución (porcentajes verticales);Quintil 4;12 Otros bienes y servicios;2021;7,63
Distribución (porcentajes verticales);Quintil 4;12 Otros bienes y servicios;2020;7,71
Distribución (porcentajes verticales);Quintil 4;12 Otros bienes y servicios;2019;7,54
Distribución (porcentajes verticales);Quintil 4;12 Otros bienes y servicios;2018;7,65
Distribución (porcentajes verticales);Quintil 4;12 Otros bienes y servicios;2017;7,85
Distribución (porcentajes verticales);Quintil 4;12 Otros bienes y servicios;2016;7,97
Distribución (porcentajes verticales);Quintil 4;12 Otros bienes y servicios;2015;7,25
Distribución (porcentajes verticales);Quintil 4;12 Otros bienes y servicios;2014;7,36
Distribución (porcentajes verticales);Quintil 4;12 Otros bienes y servicios;2013;7,29
Distribución (porcentajes verticales);Quintil 4;12 Otros bienes y servicios;2012;7,43
Distribución (porcentajes verticales);Quintil 4;12 Otros bienes y servicios;2011;7,14
Distribución (porcentajes verticales);Quintil 4;12 Otros bienes y servicios;2010;7,29
Distribución (porcentajes verticales);Quintil 4;12 Otros bienes y servicios;2009;7,47
Distribución (porcentajes verticales);Quintil 4;12 Otros bienes y servicios;2008;7,42
Distribución (porcentajes verticales);Quintil 4;12 Otros bienes y servicios;2007;7,21
Distribución (porcentajes verticales);Quintil 4;12 Otros bienes y servicios;2006;7,32
Distribución (porcentajes verticales);Quintil 5;Índice general;2023;100
Distribución (porcentajes verticales);Quintil 5;Índice general;2022;100
Distribución (porcentajes verticales);Quintil 5;Índice general;2021;100
Distribución (porcentajes verticales);Quintil 5;Índice general;2020;100
Distribución (porcentajes verticales);Quintil 5;Índice general;2019;100
Distribución (porcentajes verticales);Quintil 5;Índice general;2018;100
Distribución (porcentajes verticales);Quintil 5;Índice general;2017;100
Distribución (porcentajes verticales);Quintil 5;Índice general;2016;100
Distribución (porcentajes verticales);Quintil 5;Índice general;2015;100
Distribución (porcentajes verticales);Quintil 5;Índice general;2014;100
Distribución (porcentajes verticales);Quintil 5;Índice general;2013;100
Distribución (porcentajes verticales);Quintil 5;Índice general;2012;100
Distribución (porcentajes verticales);Quintil 5;Índice general;2011;100
Distribución (porcentajes verticales);Quintil 5;Índice general;2010;100
Distribución (porcentajes verticales);Quintil 5;Índice general;2009;100
Distribución (porcentajes verticales);Quintil 5;Índice general;2008;100
Distribución (porcentajes verticales);Quintil 5;Índice general;2007;100
Distribución (porcentajes verticales);Quintil 5;Índice general;2006;100
Distribución (porcentajes verticales);Quintil 5;01 Alimentos y bebidas no alcohólicas;2023;12,44
Distribución (porcentajes verticales);Quintil 5;01 Alimentos y bebidas no alcohólicas;2022;12,42
Distribución (porcentajes verticales);Quintil 5;01 Alimentos y bebidas no alcohólicas;2021;12,48
Distribución (porcentajes verticales);Quintil 5;01 Alimentos y bebidas no alcohólicas;2020;12,52
Distribución (porcentajes verticales);Quintil 5;01 Alimentos y bebidas no alcohólicas;2019;10,46
Distribución (porcentajes verticales);Quintil 5;01 Alimentos y bebidas no alcohólicas;2018;10,23
Distribución (porcentajes verticales);Quintil 5;01 Alimentos y bebidas no alcohólicas;2017;10,26
Distribución (porcentajes verticales);Quintil 5;01 Alimentos y bebidas no alcohólicas;2016;10,8
Distribución (porcentajes verticales);Quintil 5;01 Alimentos y bebidas no alcohólicas;2015;11,08
Distribución (porcentajes verticales);Quintil 5;01 Alimentos y bebidas no alcohólicas;2014;10,91
Distribución (porcentajes verticales);Quintil 5;01 Alimentos y bebidas no alcohólicas;2013;11,03
Distribución (porcentajes verticales);Quintil 5;01 Alimentos y bebidas no alcohólicas;2012;10,57
Distribución (porcentajes verticales);Quintil 5;01 Alimentos y bebidas no alcohólicas;2011;9,96
